questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
LEAP__8_3,3,1,B,1,1,Louisiana Educational Assessment Program,8,?,"Climate Feedback Loops Climate feedback loops are an important area of research for scientists. What is a climate feedback loop? A climate feedback loop happens when a change in our climate causes an environmental impact that produces further climate change. Climate feedback loops can be both negative and positive: Negative feedback loop: A negative feedback loop occurs when an environmental impact offsets the climate change such that they balance out. Under global warming, the impact would create a cooling effect, offsetting the warming trend. Positive feedback loop: A positive feedback loop occurs when an environmental impact increases the climate change such that the first change is amplified. Under global warming, the impact would add to climate warming by creating further heating. {img:images/States2017/LA/LA_no_year_8thGr_11.png} Why are feedback loops so important to climate change? Feedback loops have the ability to greatly affect climate change. The big question is what overall effect the world's positive and negative feedback loops will have on climate change. The more we understand about them, the more confidence we have in our climate projections for the future. The better our projections, the better we can understand climate change and prepare for it. Which climate feedback loops are well understood? Some types of feedback loops are fairly well understood, such as those involving water vapor and albedo. Scientists use these feedback loops to improve their predictions about climate change through the use of computer models. This means that scientists have taken into consideration the effect these feedback loops will have as the climate warms in the future. Water Vapor (Positive Feedback) As air gets warmer, its ability to hold moisture increases. Our atmosphere is getting warmer because of climate change and, as a result, it is holding more water vapor. Water vapor is a powerful greenhouse gas-when in the atmosphere, it helps the Earth hold on to more energy from the Sun. So a warming climate means more water vapor, which in turn warms the climate further. Albedo (Positive Feedback) Albedo is the percentage of light reflected by a surface, which is a very important consideration in climate science. A surface with a high albedo, such as snow or sand, will reflect more sunlight back out to space. The lower the albedo, the more energy and heat is absorbed. Global warming is causing ice and snow to melt, revealing the land or ocean underneath. Ice and snow reflect a lot of sunlight-certainly more than land and the oceans. So as the ice melts, more of the Sun's energy is absorbed and so the planet gets warmer still-which in turn melts even more snow and ice. Which climate feedback loops are less well understood? Other feedbacks, such as the global carbon cycle, are not as easy to understand. They are being included in models, but more research is needed to fully understand these processes. The models are updated as new information becomes available. Global Carbon Cycle (Currently Negative Feedback) For every ton of carbon dioxide (CO2) released into the atmosphere, within a year, about half of that will be absorbed by the ocean and land-for example, through trees and plants. This process helps reduce the effect of CO2 emissions on global warming. However, if large quantities of carbon dioxide continue to be emitted, it could decrease the benefit of this cycle, which would have a huge impact on the future of the climate. Global warming could affect the carbon cycle in two areas, the ocean and the land: 1. Ocean changes can result in positive climate change feedback loops, for two reasons: As the ocean absorbs CO2, it becomes more acidic. Acidic water cannot absorb as much additional CO2. As the temperature of the ocean increases, its capacity to absorb CO2 is also reduced. {img:images/States2017/LA/LA_no_year_8thGr_12.png} The illustration above is a simplified carbon cycle, showing current CO2 absorption rates of the land and oceans. 2. Land changes can result in positive or negative climate change feedback loops. Examples include: Negative feedback: As temperatures increase, the areas in which trees can grow will extend north to higher latitudes. New trees will absorb CO2, taking it out of the atmosphere. Positive feedback: As temperatures increase, soils, plants, and trees in tropical zones will become more heat stressed. This could cause the release of the huge amounts of carbon they store, threatening the future of important ecologies such as the Amazon Rain Forest. A lot of research continues to go on in this area. Advances in understanding will enable us to improve our confidence in projections resulting from climate models. The flowchart shows some of the causes and effects of global warming. {img:images/States2017/LA/LA_no_year_8thGr_17.png} Which cause best completes the flowchart? (A) Emissions of chlorofluorocarbons (CFCs) into the atmosphere (B) Destruction of forests, especially tropical rain forests (C) Increases in particulate pollution, such as soot (D) Destruction of ecosystems and loss of biodiversity caused by invasive species",science,Train
LEAP__8_4,4,1,D,1,1,Louisiana Educational Assessment Program,8,?,"Climate Feedback Loops Climate feedback loops are an important area of research for scientists. What is a climate feedback loop? A climate feedback loop happens when a change in our climate causes an environmental impact that produces further climate change. Climate feedback loops can be both negative and positive: Negative feedback loop: A negative feedback loop occurs when an environmental impact offsets the climate change such that they balance out. Under global warming, the impact would create a cooling effect, offsetting the warming trend. Positive feedback loop: A positive feedback loop occurs when an environmental impact increases the climate change such that the first change is amplified. Under global warming, the impact would add to climate warming by creating further heating. {img:images/States2017/LA/LA_no_year_8thGr_11.png} Why are feedback loops so important to climate change? Feedback loops have the ability to greatly affect climate change. The big question is what overall effect the world's positive and negative feedback loops will have on climate change. The more we understand about them, the more confidence we have in our climate projections for the future. The better our projections, the better we can understand climate change and prepare for it. Which climate feedback loops are well understood? Some types of feedback loops are fairly well understood, such as those involving water vapor and albedo. Scientists use these feedback loops to improve their predictions about climate change through the use of computer models. This means that scientists have taken into consideration the effect these feedback loops will have as the climate warms in the future. Water Vapor (Positive Feedback) As air gets warmer, its ability to hold moisture increases. Our atmosphere is getting warmer because of climate change and, as a result, it is holding more water vapor. Water vapor is a powerful greenhouse gas-when in the atmosphere, it helps the Earth hold on to more energy from the Sun. So a warming climate means more water vapor, which in turn warms the climate further. Albedo (Positive Feedback) Albedo is the percentage of light reflected by a surface, which is a very important consideration in climate science. A surface with a high albedo, such as snow or sand, will reflect more sunlight back out to space. The lower the albedo, the more energy and heat is absorbed. Global warming is causing ice and snow to melt, revealing the land or ocean underneath. Ice and snow reflect a lot of sunlight-certainly more than land and the oceans. So as the ice melts, more of the Sun's energy is absorbed and so the planet gets warmer still-which in turn melts even more snow and ice. Which climate feedback loops are less well understood? Other feedbacks, such as the global carbon cycle, are not as easy to understand. They are being included in models, but more research is needed to fully understand these processes. The models are updated as new information becomes available. Global Carbon Cycle (Currently Negative Feedback) For every ton of carbon dioxide (CO2) released into the atmosphere, within a year, about half of that will be absorbed by the ocean and land-for example, through trees and plants. This process helps reduce the effect of CO2 emissions on global warming. However, if large quantities of carbon dioxide continue to be emitted, it could decrease the benefit of this cycle, which would have a huge impact on the future of the climate. Global warming could affect the carbon cycle in two areas, the ocean and the land: 1. Ocean changes can result in positive climate change feedback loops, for two reasons: As the ocean absorbs CO2, it becomes more acidic. Acidic water cannot absorb as much additional CO2. As the temperature of the ocean increases, its capacity to absorb CO2 is also reduced. {img:images/States2017/LA/LA_no_year_8thGr_12.png} The illustration above is a simplified carbon cycle, showing current CO2 absorption rates of the land and oceans. 2. Land changes can result in positive or negative climate change feedback loops. Examples include: Negative feedback: As temperatures increase, the areas in which trees can grow will extend north to higher latitudes. New trees will absorb CO2, taking it out of the atmosphere. Positive feedback: As temperatures increase, soils, plants, and trees in tropical zones will become more heat stressed. This could cause the release of the huge amounts of carbon they store, threatening the future of important ecologies such as the Amazon Rain Forest. A lot of research continues to go on in this area. Advances in understanding will enable us to improve our confidence in projections resulting from climate models. One effect of global warming is the retreat of mountain glaciers across the world. This results in less groundwater and water in streams in the summer. What type of feedback loop would most likely be a result of glacial retreat, and why? (A) A negative feedback loop because reduced evaporation lowers the amount of water vapor in the air near the ground. (B) A negative feedback loop because the rate of decomposition, which releases CO2, is slower when the ground is drier. (C) A positive feedback loop because reduced evaporation reduces the amount of high cloud cover. (D) A positive feedback loop because a drier landscape is more susceptible to wildfires.",science,Train
MCAS_1998_8_10,10,1,D,1,1,MCAS,8,1998,{img:images/States2017/Mass/Mass_8thGr_1998_4.png} The graph represents the motion of a body that is moving with (A) increasing acceleration. (B) decreasing acceleration. (C) increasing speed. (D) constant speed.,science,Train
MCAS_1998_8_14,14,1,A,1,1,MCAS,8,1998,"The light bulbs shown in the diagram below are connected in a series circuit. {img:images/States2017/Mass/Mass_8thGr_1998_5.png} Suppose that one of the bulbs is burned out and you want to determine which one it is. What could you do to determine which bulb is burned out? (A) Place the plug into an electrical outlet and substitute new bulbs, one at a time, until all three bulbs light. (B) Place the plug into an electrical outlet and notice which bulb does not light. (C) Place the plug into an electrical outlet and remove one bulb at a time until the other two light. (D) There is no way to determine which bulb is burned out when they are connected in a series circuit.",science,Train
MCAS_1998_8_20,20,1,C,1,1,MCAS,8,1998,Michael kept a record of his dog's weight from birth on May 1 in order to find out how much dog food to give his dog. The directions on the bag of dog food are as follows: {img:images/States2017/Mass/Mass_8thGr_1998_11.png} The graph below shows Michael's record of his dog's weight. {img:images/States2017/Mass/Mass_8thGr_1998_12.png} In which month should Michael start feeding his dog 4 cups of food per day? Growth of Michael's Dog (A) August (B) September (C) October (D) November,science,Train
MCAS_1998_8_6,6,1,A,1,1,MCAS,8,1998,"Victoria, in Canada's British Columbia, and Minot, North Dakota, are located at about the same latitude and are about the same height above sea level. The chart shows the average temperatures in these cities during January. {img:images/States2017/Mass/Mass_8thGr_1998_3.png} Which best explains why it is warmer in Victoria? (A) Victoria is near the ocean and water moderates its temperature. (B) Arctic air masses do not move readily into islands such as the one Victoria is on. (C) The Pacific Ocean is warmer than the Atlantic. (D) Victoria receives more direct sunlight than Minot.",science,Train
MCAS_1999_8_25,25,1,C,1,1,MCAS,8,1999,Use the diagrams below to answer the question. {img:images/States2017/Mass/Mass_8thGr_1999_15.png} Which statement about these cells is true? (A) Cell Y is rigid; cell Z is not. (B) Cell Y uses oxygen; cell Z does not. (C) Cell Z makes its own food; cell Y does not. (D) Cell Z needs water; cell Y does not.,science,Train
MCAS_1999_8_3,3,1,A,1,1,MCAS,8,1999,"Use the information below to answer the question. A can was filled with crushed ice, sealed, and massed. The ice was melted by slowly warming the can and its contents. No water vapor escaped and no air entered the can. {img:images/States2017/Mass/Mass_8thGr_1999_1.png} If the can is then massed again, what is the best prediction of the mass? (A) The mass would be the same. (B) The mass would be more. (C) The mass would be less. (D) It is impossible to predict without more information.",science,Train
MCAS_2000_8_21,21,1,B,1,1,MCAS,8,2000,"Use the drawing below to answer the question. {img:images/States2017/Mass/Mass_8thGr_2000_6.png} In rabbits, the gene for black fur is dominant over the gene for white fur. How can the appearance of white baby rabbits be explained when the mother has white fur and the father has black fur? (A) The mother rabbit has one gene for black fur and one gene for white fur. (B) The father rabbit has one gene for black fur and one gene for white fur. (C) The mother rabbit has two genes for black fur. (D) The father rabbit has two genes for black fur.",science,Train
MCAS_2000_8_7,7,1,A,1,1,MCAS,8,2000,Use the table below to answer the question. {img:images/States2017/Mass/Mass_8thGr_2000_1.png} Which conclusion can be drawn from this table? (A) The planets closer to the Sun travel around the Sun faster. (B) The planets closer to the Sun absorb the Sun's energy and therefore move faster. (C) The outer planets move slower because they are larger. (D) The outer planets move slower because they have many moons.,science,Train
MCAS_2000_8_8,8,1,D,1,1,MCAS,8,2000,"Use the diagram to answer the question. {img:images/States2017/Mass/Mass_8thGr_2000_2.png} You are riding in an airplane that is moving at a speed of 600 km/h. If you walk from the back to the front of the airplane at a speed of 1 km/h, your speed relative to the ground is (A) 1 km/h. (B) 599 km/h. (C) 600 km/h. (D) 601 km/h.",science,Train
MCAS_2001_8_17,17,1,A,1,1,MCAS,8,2001,"Use the topographic map below to answer the question. {img:images/States2017/Mass/Mass_8thGr_2001_11.png} Throughout the area shown in the map, a thunderstorm dropped about three inches of rain in less than two hours. Which point on the map would be in the greatest danger of flooding? (A) point A (B) point B (C) point C (D) point D",science,Train
