questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,category
LEAP_2003_4_10256,10256,1,C,1,1,Louisiana Educational Assessment Program,4,2003,Use the information and chart below to answer question X. The students at Hoover Elementary School did a survey of the eye colors of all the fourth graders at their school. The results are shown in the data chart below. {img:images/States2017/LA/LA_Gr4_2003_1.png} What does the chart show about Hoover Elementary School? (A) Brown is the most common eye color in each fourth-grade class. (B) Green is the least common eye color in both fourth-grade classes. (C) Brown is the most common eye color in the fourth grade. (D) Blue eyes are more common in boys that in girls in the fourth grade.,science,Train
LEAP_2008_4_10291,10291,1,D,1,1,Louisiana Educational Assessment Program,4,2008,Which of these animals does not have a backbone? (A) {img:images/States2017/LA/LA_Gr4_2008_1.png} (B) {img:images/States2017/LA/LA_Gr4_2008_2.png} (C) {img:images/States2017/LA/LA_Gr4_2008_3.png} (D) {img:images/States2017/LA/LA_Gr4_2008_4.png},science,Train
LEAP_2009_4_10295,10295,1,C,1,1,Louisiana Educational Assessment Program,4,2009,"{img:images/States2017/LA/LA_Gr4_2009_1.png} According to the evidence in the data table, which material most likely makes up this object? (A) iron (B) polished wood (C) copper (D) plastic wrap",science,Train
LEAP_2009_4_10296,10296,1,D,1,1,Louisiana Educational Assessment Program,4,2009,{img:images/States2017/LA/LA_Gr4_2009_2.png} What happens in stage 2 of a butterfly's life cycle? (A) It hatches into a larva. (B) It changes its body shape. (C) It mates with other butterflies. (D) It eats and grows.,science,Train
LEAP_2012_4_10304,10304,1,B,1,1,Louisiana Educational Assessment Program,4,2012,{img:images/States2017/LA/LA_Gr4_2012_2.png} What part of the water cycle is represented by arrow Y? (A) evaporation (B) precipitation (C) condensation (D) runoff,science,Train
LEAP_2012_4_10305,10305,1,C,1,1,Louisiana Educational Assessment Program,4,2012,{img:images/States2017/LA/LA_Gr4_2012_1.png} A student drew a graph that shows the motion of a car as it traveled down a street. When was the car stopped at a stoplight? (A) between 1 and 3 minutes (B) between 3 and 5 minutes (C) between 5 and 8 minutes (D) between 8 and 10 minutes,science,Train
LEAP__4_1,1,1,B,1,1,Louisiana Educational Assessment Program,4,?,"Eli kept a garden. He wrote online in a blog about the activities in his garden. Read and study Eli's Garden Blog. Then answer questions 1 through 5. Eli's Garden Blog-Monarchs and Milkweed I learned that monarch butterflies lay their eggs only on milkweed plants. The adult butterflies get food from milkweed and other kinds of flowers. I decided to plant milkweeds in my garden this year to see if I could attract monarch butterflies. I found some milkweed seeds and planted them in my garden in the spring. The seeds grew into milkweed plants. {img:images/States2017/LA/LA_4thGr_18.png} Every day I watched for butterflies visiting the plants. One day, I finally saw a monarch! It landed on the flower clusters, and stuck its long tongue into the flowers. There were other butterflies and insects on the milkweed flowers too. {img:images/States2017/LA/LA_4thGr_19.png} I read that monarchs lay their eggs on the undersides of the leaves. I started looking under leaves. After awhile, I found a small greenish egg. The egg matched pictures of monarch eggs I saw in a book about butterflies. {img:images/States2017/LA/LA_4thGr_20.png} A little while later I found my first monarch caterpillar. The caterpillars eat nothing but milkweed leaves and flowers. I've read that they cannot live on any other kind of food. {img:images/States2017/LA/LA_4thGr_21.png} After they have grown big enough, the caterpillars form a skin around themselves. The skin is called a chrysalis. I kept looking carefully for chrysalises, and I found one! It was hanging down from a twig. Inside the chrysalis the caterpillar turns into a butterfly. It is amazing how much their bodies change shape. {img:images/States2017/LA/LA_4thGr_22.png} After they come out of the chrysalis, the adult butterflies fly off. They drink nectar from flowers, find mates, and lay more eggs on milkweed plants. This one landed on another flower in my garden. {img:images/States2017/LA/LA_4thGr_23.png} Meanwhile, my milkweed plants were getting older too. After flowering, they grew seed pods. Later the seed pods cracked open. I could see that the seeds were attached to these amazing bits of fluff. The seeds are sort of like dandelion seeds, but the fluff is longer and silkier. I kept some seeds to plant again next year. {img:images/States2017/LA/LA_4thGr_24.png} Monarch butterflies can fly long distances. This allows them to spread to new areas. How do milkweed plants spread to new areas? (A) The seeds stick to butterflies and get carried away. (B) The seeds float and are blown by the wind. (C) The seeds stick to the fur of animals. (D) The seed pods burst open and scatter the seeds.",science,Train
LEAP__4_10229,10229,1,A,1,1,Louisiana Educational Assessment Program,4,?,"Use the picture below to answer the question. {img:images/States2017/LA/LA_4thGr_12.png} Which of these lists only living parts of this ecosystem? (A) fox, tree, grass (B) sun, stream, cloud (C) cloud, grass, rock (D) stream, cloud, fox",science,Train
LEAP__4_10232,10232,1,B,1,1,Louisiana Educational Assessment Program,4,?,Use the pictures below to answer the question. {img:images/States2017/LA/LA_4thGr_1.png} Mark is using these materials to compare how water flows through three different soils. Which safety rules should he follow while doing the experiment? (A) fire safety rules (B) glassware safety rules (C) electrical safety rules (D) plant safety rules,science,Train
LEAP__4_10233,10233,1,C,1,1,Louisiana Educational Assessment Program,4,?,Use the information and data table below to answer the question. The students at Hoover Elementary did a survey of the eye colors of all the fourth graders at their school. The results are shown in the data table below. {img:images/States2017/LA/LA_4thGr_2.png} What does the chart show about Hoover Elementary School? (A) Brown is the most common eye color in each fourth-grade class. (B) Green is the least common eye color in both fourth-grade classes. (C) Brown is the most common eye color in the fourth grade. (D) Blue eyes are more common in boys than in girls in the fourth grade.,science,Train
LEAP__4_2,2,1,C,1,1,Louisiana Educational Assessment Program,4,?,"Eli kept a garden. He wrote online in a blog about the activities in his garden. Read and study Eli's Garden Blog. Then answer questions 1 through 5. Eli's Garden Blog-Monarchs and Milkweed I learned that monarch butterflies lay their eggs only on milkweed plants. The adult butterflies get food from milkweed and other kinds of flowers. I decided to plant milkweeds in my garden this year to see if I could attract monarch butterflies. I found some milkweed seeds and planted them in my garden in the spring. The seeds grew into milkweed plants. {img:images/States2017/LA/LA_4thGr_18.png} Every day I watched for butterflies visiting the plants. One day, I finally saw a monarch! It landed on the flower clusters, and stuck its long tongue into the flowers. There were other butterflies and insects on the milkweed flowers too. {img:images/States2017/LA/LA_4thGr_19.png} I read that monarchs lay their eggs on the undersides of the leaves. I started looking under leaves. After awhile, I found a small greenish egg. The egg matched pictures of monarch eggs I saw in a book about butterflies. {img:images/States2017/LA/LA_4thGr_20.png} A little while later I found my first monarch caterpillar. The caterpillars eat nothing but milkweed leaves and flowers. I've read that they cannot live on any other kind of food. {img:images/States2017/LA/LA_4thGr_21.png} After they have grown big enough, the caterpillars form a skin around themselves. The skin is called a chrysalis. I kept looking carefully for chrysalises, and I found one! It was hanging down from a twig. Inside the chrysalis the caterpillar turns into a butterfly. It is amazing how much their bodies change shape. {img:images/States2017/LA/LA_4thGr_22.png} After they come out of the chrysalis, the adult butterflies fly off. They drink nectar from flowers, find mates, and lay more eggs on milkweed plants. This one landed on another flower in my garden. {img:images/States2017/LA/LA_4thGr_23.png} Meanwhile, my milkweed plants were getting older too. After flowering, they grew seed pods. Later the seed pods cracked open. I could see that the seeds were attached to these amazing bits of fluff. The seeds are sort of like dandelion seeds, but the fluff is longer and silkier. I kept some seeds to plant again next year. {img:images/States2017/LA/LA_4thGr_24.png} Look at the picture of the milkweed plants. Which conclusion is best supported by the picture? (A) All the milkweed plants in Eli's garden came from different sets of parents. (B) All the milkweed plants in Eli's garden came from the same two parents. (C) Milkweed plants become slightly different depending on their parents and how they grow. (D) Milkweed plants grow to have exactly the same size, shape, number of leaves, and number of flowers.",science,Train
LEAP__4_3,3,1,C,1,1,Louisiana Educational Assessment Program,4,?,"Eli kept a garden. He wrote online in a blog about the activities in his garden. Read and study Eli's Garden Blog. Then answer questions 1 through 5. Eli's Garden Blog-Monarchs and Milkweed I learned that monarch butterflies lay their eggs only on milkweed plants. The adult butterflies get food from milkweed and other kinds of flowers. I decided to plant milkweeds in my garden this year to see if I could attract monarch butterflies. I found some milkweed seeds and planted them in my garden in the spring. The seeds grew into milkweed plants. {img:images/States2017/LA/LA_4thGr_18.png} Every day I watched for butterflies visiting the plants. One day, I finally saw a monarch! It landed on the flower clusters, and stuck its long tongue into the flowers. There were other butterflies and insects on the milkweed flowers too. {img:images/States2017/LA/LA_4thGr_19.png} I read that monarchs lay their eggs on the undersides of the leaves. I started looking under leaves. After awhile, I found a small greenish egg. The egg matched pictures of monarch eggs I saw in a book about butterflies. {img:images/States2017/LA/LA_4thGr_20.png} A little while later I found my first monarch caterpillar. The caterpillars eat nothing but milkweed leaves and flowers. I've read that they cannot live on any other kind of food. {img:images/States2017/LA/LA_4thGr_21.png} After they have grown big enough, the caterpillars form a skin around themselves. The skin is called a chrysalis. I kept looking carefully for chrysalises, and I found one! It was hanging down from a twig. Inside the chrysalis the caterpillar turns into a butterfly. It is amazing how much their bodies change shape. {img:images/States2017/LA/LA_4thGr_22.png} After they come out of the chrysalis, the adult butterflies fly off. They drink nectar from flowers, find mates, and lay more eggs on milkweed plants. This one landed on another flower in my garden. {img:images/States2017/LA/LA_4thGr_23.png} Meanwhile, my milkweed plants were getting older too. After flowering, they grew seed pods. Later the seed pods cracked open. I could see that the seeds were attached to these amazing bits of fluff. The seeds are sort of like dandelion seeds, but the fluff is longer and silkier. I kept some seeds to plant again next year. {img:images/States2017/LA/LA_4thGr_24.png} Eli's neighbor has a box elder tree. Under the box elder tree, Eli finds many box elder bugs. The picture shows stages of a box elder bug's life cycle. Eli sees many of these stages in his neighbor's garden. {img:images/States2017/LA/LA_4thGr_25.png} How are the life cycles of box elder bugs and monarch butterflies the same? (A) Their life cycles contain the same number of stages. (B) Their life cycles both include metamorphosis. (C) The young insects grow and develop before becoming adults. (D) The young insects have the same body structures as the adults.",science,Train
LEAP__4_4,4,1,B,1,1,Louisiana Educational Assessment Program,4,?,"Eli kept a garden. He wrote online in a blog about the activities in his garden. Read and study Eli's Garden Blog. Then answer questions 1 through 5. Eli's Garden Blog-Monarchs and Milkweed I learned that monarch butterflies lay their eggs only on milkweed plants. The adult butterflies get food from milkweed and other kinds of flowers. I decided to plant milkweeds in my garden this year to see if I could attract monarch butterflies. I found some milkweed seeds and planted them in my garden in the spring. The seeds grew into milkweed plants. {img:images/States2017/LA/LA_4thGr_18.png} Every day I watched for butterflies visiting the plants. One day, I finally saw a monarch! It landed on the flower clusters, and stuck its long tongue into the flowers. There were other butterflies and insects on the milkweed flowers too. {img:images/States2017/LA/LA_4thGr_19.png} I read that monarchs lay their eggs on the undersides of the leaves. I started looking under leaves. After awhile, I found a small greenish egg. The egg matched pictures of monarch eggs I saw in a book about butterflies. {img:images/States2017/LA/LA_4thGr_20.png} A little while later I found my first monarch caterpillar. The caterpillars eat nothing but milkweed leaves and flowers. I've read that they cannot live on any other kind of food. {img:images/States2017/LA/LA_4thGr_21.png} After they have grown big enough, the caterpillars form a skin around themselves. The skin is called a chrysalis. I kept looking carefully for chrysalises, and I found one! It was hanging down from a twig. Inside the chrysalis the caterpillar turns into a butterfly. It is amazing how much their bodies change shape. {img:images/States2017/LA/LA_4thGr_22.png} After they come out of the chrysalis, the adult butterflies fly off. They drink nectar from flowers, find mates, and lay more eggs on milkweed plants. This one landed on another flower in my garden. {img:images/States2017/LA/LA_4thGr_23.png} Meanwhile, my milkweed plants were getting older too. After flowering, they grew seed pods. Later the seed pods cracked open. I could see that the seeds were attached to these amazing bits of fluff. The seeds are sort of like dandelion seeds, but the fluff is longer and silkier. I kept some seeds to plant again next year. {img:images/States2017/LA/LA_4thGr_24.png} Eli has strawberry plants in his garden. He watches his strawberry plants reproduce using stems called runners as shown in the diagram. {img:images/States2017/LA/LA_4thGr_26.png} Which statement best compares the way Eli's strawberry plants and milkweed plants reproduce? (A) The milkweed plants have only two stages in their life cycle, while the strawberry plants pass through many different stages as they grow. (B) The milkweed plants have offspring that may be slightly different than their parents, while the offspring of the strawberry plants will be just like their parents. (C) Young milkweed plants have to grow bigger before they can reproduce, while young strawberry plants do not have to grow. (D) Young milkweed plants will grow up to be exactly like their parents, while young strawberry plants may become very different than their parents.",science,Train
LEAP__5_10311,10311,1,A,1,1,Louisiana Educational Assessment Program,5,?,Elaine wants to measure the volume of a large pitcher of lemonade. Which units should Elaine use? (A) liters (B) grams (C) meters (D) degrees,science,Train
LEAP__5_10321,10321,1,A,1,1,Louisiana Educational Assessment Program,5,?,Use the data table to answer the question. {img:images/States2017/LA/LA_no_year_5thGr_9.png} Four friends raced in the 100-meter dash. How many of the friends ran faster than 5 meters per second? (A) one (B) two (C) three (D) four,science,Train
LEAP__5_10322,10322,1,A,1,1,Louisiana Educational Assessment Program,5,?,"Use the picture of an atom below to answer the question. {img:images/States2017/LA/LA_no_year_5thGr_8.png} Which statement best describes the part of the atom that is shown by the arrow? (A) It is an electron, and it has a negative charge. (B) It is an electron, and it has a positive charge. (C) It is a proton, and it has a negative charge. (D) It is a proton, and it has a positive charge.",science,Train
LEAP__5_10326,10326,1,C,1,1,Louisiana Educational Assessment Program,5,?,Use the diagram to answer the question. {img:images/States2017/LA/LA_no_year_5thGr_11.png} Which arrow indicates the location of the cell membrane? (A) arrow A (B) arrow B (C) arrow C (D) arrow D,science,Train
LEAP__5_10327,10327,1,C,1,1,Louisiana Educational Assessment Program,5,?,Use this diagram to answer the question. {img:images/States2017/LA/LA_no_year_5thGr_27.png} Which statement best describes the diagram? (A) Earth is rotating around the Sun. (B) The Sun is rotating around Earth. (C) Earth is revolving around the Sun. (D) The Sun is revolving around Earth.,science,Train
LEAP__5_10332,10332,1,C,1,1,Louisiana Educational Assessment Program,5,?,Use the weather map below to help you answer the question. Weather Map {img:images/States2017/LA/LA_no_year_5thGr_23.png} Which symbol on the map shows a cold front? (A) H (B) L (C) {img:images/States2017/LA/LA_no_year_5thGr_24.png} (D) {img:images/States2017/LA/LA_no_year_5thGr_25.png},science,Train
MCAS_1998_4_1,1,1,C,1,1,MCAS,4,1998,"Suppose it is March 5. A friend of yours is going on a trip to Chicago on March 8. The maps show the weather predictions for March 6, 7, and 8. {img:images/States2017/Mass/Mass_4thGr_1998_1.png} In which direction is the cold front moving? (A) north (B) south (C) east (D) west",science,Train
MCAS_1998_4_20,20,1,B,1,1,MCAS,4,1998,"Yolanda dropped a ball from a height of one foot above the ground. She measured how high it bounced and recorded this data in the chart below. She then dropped the ball from other heights, measured how high the ball bounced, and recorded the data in the chart. The chart contains all of the data that Yolanda collected. {img:images/States2017/Mass/Mass_4thGr_1998_18.png} Based on the data in the chart, predict how high the ball will bounce when Yolanda drops it from a height of 5 feet. (A) The ball will bounce about 19 inches high. (B) The ball will bounce about 27 inches high. (C) The ball will bounce about 33 inches high. (D) The ball will bounce about 39 inches high.",science,Train
MCAS_1998_4_6,6,1,A,1,1,MCAS,4,1998,Which of the following tools would best help you learn more about the objects in the box? {img:images/States2017/Mass/Mass_4thGr_1998_7.png} (A) {img:images/States2017/Mass/Mass_4thGr_1998_8.png} (B) {img:images/States2017/Mass/Mass_4thGr_1998_9.png} (C) {img:images/States2017/Mass/Mass_4thGr_1998_10.png} (D) {img:images/States2017/Mass/Mass_4thGr_1998_11.png},science,Train
MCAS_1999_4_13,13,1,C,1,1,MCAS,4,1999,{img:images/States2017/Mass/Mass_4thGr_1999_4.png} Mary wants to find the average width of a fourth grader's hand. Which is the best unit of measurement for her to use? (A) grams (B) meters (C) centimeters (D) kilometers,science,Train
MCAS_1999_4_24,24,1,D,1,1,MCAS,4,1999,Use the information below to answer the question. The two boxes are the same size. • Box A is made of white plastic. • Box B is made of black plastic. {img:images/States2017/Mass/Mass_4thGr_1999_7.png} Five hundred milliliters (500 ml) of cold water was poured into each box. Then the boxes were covered and placed in the sun. The water temperature was recorded every five minutes. The results are shown in the table below. {img:images/States2017/Mass/Mass_4thGr_1999_8.png} Suppose that Box A was left in the sun for 25 minutes. What do you predict the temperature of the water in Box A would be? (A) about 0°C (B) about 7°C (C) about 8°C (D) about 10°C,science,Train
MCAS_1999_4_28,28,1,C,1,1,MCAS,4,1999,"Tasha has the two objects drawn below. One is a metal ring on a stick and one is a metal ball on a stick. The ball can just squeeze through the ring. {img:images/States2017/Mass/Mass_4thGr_1999_9.png} If Tasha heats the metal ball, she will probably notice that (A) the ball will contract and pass through the ring more easily. (B) the ball will gain mass and become heavier. (C) the ball will expand and not fit through the ring. (D) the ball will be magnetized and be attracted to the ring.",science,Train
MCAS_2000_4_1,1,1,C,1,1,MCAS,4,2000,"The graph below shows the average temperatures for four months in 1998, and the average temperatures for the same city for the same months in 1999. {img:images/States2017/Mass/Mass_4thGr_2000_1.png} During which month were the average temperatures for 1998 and 1999 the farthest apart? (A) February (B) March (C) April (D) May",science,Train
MCAS_2000_4_15,15,1,A,1,1,MCAS,4,2000,"If the Sun's light no longer reached the habitat pictured below, which would probably happen FIRST? {img:images/States2017/Mass/Mass_4thGr_2000_7.png} (A) Grass would die. (B) The lake would dry up. (C) The number of fish in the lake would increase. (D) Large animals would grow even larger.",science,Train
MCAS_2000_4_27,27,1,B,1,1,MCAS,4,2000,"{img:images/States2017/Mass/Mass_4thGr_2000_11.png} Monique is taking a train to Boston. Her train is stopped at the station. She is facing the direction the train will be moving. All she can see from her window is the train next to her. That train is also going to Boston and leaves first. As the other train leaves, it seems to Monique as if (A) she is moving forward. (B) she is moving backward. (C) the other train is moving backward. (D) the train station is moving.",science,Train
MCAS_2000_4_33,33,1,C,1,1,MCAS,4,2000,"Use the information below to answer the question. When students from the local school helped clean the city park, they found a lot of litter floating on top of a pond. They wondered if more litter had sunk below the surface of the water. Back in the classroom, they conducted an experiment to see how long different types of litter would float. They ran three trials. The average floating time is recorded in the chart. {img:images/States2017/Mass/Mass_4thGr_2000_13.png} Based on the chart, which floated for the LEAST amount of time? (A) piece of foil (B) bottle cap (C) peach pit (D) cloth rag",science,Train
MCAS_2000_4_5,5,1,C,1,1,MCAS,4,2000,"For his school project, Greg measured the height of a plant over an 8-week period. The graph of his results is shown on the right. {img:images/States2017/Mass/Mass_4thGr_2000_2.png} If the trend continues, which is the BEST prediction of the height of the plant at week 10? (A) 5 cm (B) 8 cm (C) 11 cm (D) 20 cm",science,Train
MCAS_2001_5_18,18,1,D,1,1,MCAS,5,2001,"Use the picture to the right to answer the question. After Nita connected a copper wire from one terminal of a battery to the other, the wire became very hot. Why did the wire get hot? {img:images/States2017/Mass/Mass_5thGr_2001_21.png} (A) The circuit was not complete. (B) Air around the wire became electrified. (C) Chemical energy in the battery produced vibrations. (D) Electrical energy was changed into heat energy.",science,Train
MCAS_2001_5_6,6,1,A,1,1,MCAS,5,2001,Which fastener would be BEST to use to fasten together wood for a bookcase so that the fastener will be flush with the wood? {img:images/States2017/Mass/Mass_5thGr_2001_3.png} (A) {img:images/States2017/Mass/Mass_5thGr_2001_4.png} (B) {img:images/States2017/Mass/Mass_5thGr_2001_5.png} (C) {img:images/States2017/Mass/Mass_5thGr_2001_6.png} (D) {img:images/States2017/Mass/Mass_5thGr_2001_7.png},science,Train
MCAS_2002_5_1,1,1,D,1,1,MCAS,5,2002,The diagram below shows a weather thermometer. {img:images/States2017/Mass/Mass_5thGr_2002_1.png} Which of the following is most likely to occur at the temperature shown? (A) rain (B) fog (C) hail (D) snow,science,Train
MCAS_2002_5_13,13,1,C,1,1,MCAS,5,2002,Which of the following diagrams shows a magnet being attracted to another magnet? (A) {img:images/States2017/Mass/Mass_5thGr_2002_15.png} (B) {img:images/States2017/Mass/Mass_5thGr_2002_16.png} (C) {img:images/States2017/Mass/Mass_5thGr_2002_17.png} (D) {img:images/States2017/Mass/Mass_5thGr_2002_18.png},science,Train
MCAS_2002_5_15,15,1,A,1,1,MCAS,5,2002,The diagram below shows the life cycle of a moth. {img:images/States2017/Mass/Mass_5thGr_2002_20.png} Which stage is missing from this life cycle of the moth? (A) egg (B) caterpillar (C) pupa (D) adult,science,Train
MCAS_2002_5_19,19,1,C,1,1,MCAS,5,2002,Which of the following diagrams indicates the correct motion of the parts? (A) {img:images/States2017/Mass/Mass_5thGr_2002_26.png} (B) {img:images/States2017/Mass/Mass_5thGr_2002_27.png} (C) {img:images/States2017/Mass/Mass_5thGr_2002_28.png} (D) {img:images/States2017/Mass/Mass_5thGr_2002_29.png},science,Train
MCAS_2002_5_2,2,1,D,1,1,MCAS,5,2002,Use the picture below to answer the question. {img:images/States2017/Mass/Mass_5thGr_2002_2.png} A student wrote the notes shown above while learning about an animal. What animal was the student studying? (A) raccoon (B) cricket (C) lizard (D) frog,science,Train
MCAS_2002_5_3,3,1,A,1,1,MCAS,5,2002,The picture below shows a drum made from a wooden bowl with rubber stretched across the top. {img:images/States2017/Mass/Mass_5thGr_2002_3.png} What could be done to raise the pitch of the sound from this drum? (A) tighten the rubber skin of the drum (B) cover the drum with a blanket (C) strike the drum harder (D) use thicker rubber to make the drum skin,science,Train
MCAS_2003_5_1,1,1,C,1,1,MCAS,5,2003,Three animals shown below are reptiles and one is a mammal. Which animal is a mammal? (A) {img:images/States2017/Mass/Mass_5thGr_2003_1.png} (B) {img:images/States2017/Mass/Mass_5thGr_2003_2.png} (C) {img:images/States2017/Mass/Mass_5thGr_2003_3.png} (D) {img:images/States2017/Mass/Mass_5thGr_2003_4.png},science,Train
